,Index,Hypothesis,Premise,Type,Explanation,Label,SarcasmSimilarity,Source
6287,5961,"Under the new strategy, the European Union will make recycling profitable for business, curb plastic waste, stop littering at sea, drive investment and innovation and spur change across the world.","Under the new strategy, the European Union will make recycling profitable for business, curb plastic waste, stop littering at sea, incentivizing investment and innovation and spur change across the world.",Metaphor,,Entailment,,IMPLI
6288,6752,The snow-covered landscape was as quiet as a tomb.,,Simile,,,,CHATGPT
6289,7011,You talk like you've just seen a pig fly.,,Simile,,,,AB
6290,7042,You drive like a learner.,,Simile,,,,AB
6291,4628,his devotion to his sick wife condemned him to a lonely existence,his devotion to his sick wife caused him to have a lonely existence,Metaphor,,Entailment,,IMPLI
6292,3726,time will tell.,Only future events will reveal the true meaning result or outcome.,Idiom,"Time will tell means that the true meaning result or outcome will only be known in the future or after more time has passed, which is what is entailed in this context.",Entailment,UNQ,FLUTE
6293,5335,The lightbulb puts out as much light as a rock,The lightbulb does not put out any light.,Metaphor,,,,FIGQA
6294,2104,I feel like such a successful gymnast because I bought all this equipment to workout but have barely used them,"I bought a bunch of dumbbells, and a workout bench but I've barely used them.",Sarcasm,"A successful gymnast is someone who has achieved a lot through their discipline and hard work, not someone who buys equipment to workout but never uses them.",Contradiction,SIM,FLUTE
6295,875,Betraying my wife's trust makes me feel like the greatest person on Earth,I feel lower than dirt after betraying my wifes trust,Sarcasm,"Betraying someone's trust makes that person feel used, manipulated and mistreated and therefore the person who did the betrayal is not great at all.",Contradiction,SIM,FLUTE
6296,5354,The sun is mad,The weather is really hot!,Metaphor,,,,FIGQA
6297,1163,I felt absolutely fantastic that my friend made an ass of himself when I brought him out.,I brought my friend out and he made a complete idiot of himself.,Sarcasm,It would not be a good feeling if a friend made an ass of himself when out because it would make the person who brought him out look bad as well.,Contradiction,SIM,FLUTE
6298,5444,It will however require a delay on filling your prescription as additional paperwork needs to be filled out by your doctor for the insurance to cover the medicine at the price given on your formulary.,It will however require a delay on filling your prescription as additional paperwork needs to be filled out by your doctor for the insurance to pay for the medicine at the price given on your formulary.,Metaphor,,Entailment,,IMPLI
6299,6520,I am so thirsty that my throat is as dry as a bone.,,Simile,,,,Kaggle
6300,4168,For a while it was touch and go.,For a while it was unclear and uncertain.,Idiom,"Touch and go refers to something being uncertain, and in this context it is uncertain as to the outcome.",Entailment,UNQ,FLUTE
6301,6479,"I was waiting one night for a bus from South Kensington to Fulham when two of them , who obviously had had one or two over the eight came towards me .","I was waiting one night for a bus from South Kensington to Fulham when two of them , who obviously had been drunk came towards me .",Idiom,,Entailment,,IMPLI
6302,5891,Soulflower Beat The Summer Regime has dropped from its initial price of Rs.,Soulflower Beat The Summer Regime has reduced from its initial price of Rs.,Metaphor,,Entailment,,IMPLI
6303,313,I thought it was so funny when my brother crashed my new car and it got all damaged.,"I felt furious when my brother got my new car into an accident last month, it was badly damaged",Sarcasm,Cars are often very expensive to repair or replace and so the fact that someone's brother crashing it resulted in it getting damaged would not be funny at all.,Contradiction,SIM,FLUTE
6304,5425,The novel had the complexity of a nursery rhyme,The novel was simple.,Metaphor,,,,FIGQA
6305,2162,I was so glad that my hamburger arrived raw in the middle,I ordered a hamburger from a restaurant and it was raw in the middle.,Sarcasm,A hamburger is supposed to be cooked all the way through and so receiving one that is still raw in the middle would be a terrible experience.,Contradiction,SIM,FLUTE
6306,5758,Start Up Stirling has adapted its services to meet the ever-changing needs of the Stirlingshire Community.,Start Up Stirling has adapted its services to fulfill the ever-changing needs of the Stirlingshire Community.,Metaphor,,Entailment,,IMPLI
6307,920,I felt healthy after realizing the bread from the sandwich I ate was moldy,I ate half a sandwhich before realizing the bread was moldy.,Sarcasm,Realizing that the bread from the sandwich you ate was moldy would make anyone feel sick and not healthy at all.,Contradiction,SIM,FLUTE
6308,8363,"I once knew by heart a poem by the Russian, Fyodor Tyuchev entitled Vyesna (Spring).","I once knew from unaided memory and in full detail a poem by the Russian, Fyodor Tyuchev entitled Vyesna (Spring).",Idiom,,Entailment,,IMPLI
6309,5384,The ocean waves had the calmness of a sleeping monk,The waves were extremely calm,Metaphor,,,,FIGQA
6310,6117,Was he doomed to spend the rest of his working life watching babes in arms wheeling and dealing the way he used to ?,Was he doomed to spend the rest of his working life watching young recruits that are too young to walk wheeling and dealing the way he used to ?,Idiom,,Entailment,,IMPLI
6311,1550,I love how often I have to tell my daughter to clean her room and it still doesn't get done,I am so tired of telling my teenage daughter to clean her room.,Sarcasm,Most people would think that it is not okay to have to tell their child multiple times to clean their room and still not see any results.,Contradiction,SIM,FLUTE
6312,8318,Even then it is best to err on the side of too much reinforcement rather than too much punishment.,Even then it is best to behave in a manner which favours too much reinforcement rather than too much punishment.,Idiom,,Entailment,,IMPLI
6313,1292,I totally don't feel envious at all of how my family can afford nicer cars than I do,I hate that everyone in my family has a nicer car than I do.,Sarcasm,Cars are often seen as a status symbol and so to have a nicer car than someone else would invoke feelings of jealousy and hatred.,Contradiction,SIM,FLUTE
6314,4244,The sound of his own blood sounds like scraping metal against a chalkboard.,The sound of his own blood sounds ear - splitting,Simile,"Scraping metal against a chalkboard is an incredibly loud, jarring noise.",Entailment,UNQ,FLUTE
6315,5517,"Saudi Arabia insists it doesn't target civilians but airstrikes have hit schools, hospitals, markets and power stations as ITV News' Neil Connery reports.","Saudi Arabia insists it doesn't target civilians but airstrikes have become available for sale in schools, hospitals, markets and power stations as ITV News' Neil Connery reports.",Metaphor,,Entailment,,IMPLI
6316,2455,"He stood, less than a foot from me, and I could smell his aftershave, like a breezy day at the beach.",He was so close to me that I could smell his clean and crisp aftershave.,Simile,"A breezy day at the beach would have a clean and refreshing smell, similar to the aftershave.",Entailment,UNQ,FLUTE
6317,7750,You look like a cold winter's night.,,Simile,,,,AB
6318,3686,My mother let the cat out of the bag about my intentions towards you.,My mother accidentally revealed my intentions towards you.,Idiom,"To let the cat out of the bag means to reveal a secret by accident, which is what happened when my mother let slip my intentions.",Entailment,UNQ,FLUTE
6319,8324,"It is, yeah, role play is an effective method of er learning, put into practice, you know and, if you can hack it here and get passed me, then it's a breeze in the real world.","It is, yeah, role play is an effective method of er learning, put into practice, you know and, if you can complete a task here and get passed me, then it's a breeze in the real world.",Idiom,,Entailment,,IMPLI
6320,6472,"Police suspected that the boys , whose fun and games hurt a lot of people , were on drugs .","Police suspected that the boys , whose enjoyable activities hurt a lot of people , were on drugs .",Idiom,,Entailment,,IMPLI
