,Hypothesis,Literal Translation,Premise,Reasoning,Score,BLEURT,BERT,Type,Source,HE1,HE2,Avg HE
390,You're just not up to snuff.,You're just not good enough.,You're just not up to the required standard.,"To be up to snuff means to be as good as is required.
In this context the speaker is implying that the person is not good enough.
This is why the sentence is an idiom.",82.38736987,0.7104250789,0.9373223186,Idiom,FLUTE,1,1,1
391,"Let's cut the crap,said webb's fishing companion.","Let's get to the point,said webb's fishing companion.","Let's stop beating around the bush, said webb's fishing companion.","To cut the crap means to get to the point, which is what the speaker is telling the other person to do.
This is why the sentence is a idiom.",71.8862921,0.5178484321,0.9198774099,Idiom,FLUTE,1,1,1
392,A general principle for an efficient tax system is to collect a given amount of revenue (corresponding in the long run to the government ’s spending) in a way that causes as little distortion as possible to the overall economy.,A rule for an effective tax system is to acquire the required amount of profits (closely following the government's costs) without significantly affecting the general economy.,A general principle for an efficient tax system is to collect a given amount of revenue (corresponding after a very long time to the government ’s spending) in a way that causes as little distortion as possible to the overall economy.,This is an idiom because it expresses a general idea rather than a literal meaning.,78.69764566,0.6655250192,0.9084278941,Idiom,IMPLI,0.5,0.5,0.5
393,Come take it from me.,Come get advice from me.,Listen to me because I know from experience what I am talking about.,"When a person take something from another person it means they are getting advice or guidance.
This is why the sentence is an idiom.",70.30555606,0.5315183997,0.8745927215,Idiom,FLUTE,1,1,1
394,"The talks came to grief after the separatists insisted that the government , or perhaps the ruling Socialist party , should publicly acknowledge that its representatives had agreed to negotiate with ETA on the Basque country 's political future .","The talks were unsuccessful after the separatists insisted that the government, or perhaps the ruling Socialist party, should publicly acknowledge that its representatives had agreed to negotiate with ETA on the Basque country's political future.","The talks met with disaster after the separatists insisted that the government , or perhaps the ruling Socialist party , should publicly acknowledge that its representatives had agreed to negotiate with ETA on the Basque country 's political future .","The phrase came to grief means to fail or be unsuccessful.
This is why the sentence is an idiom.",91.3441509,0.8544751406,0.9724078774,Idiom,IMPLI,1,1,1
395,"I know that woman too well to ever want to lay a finger on her, okay?","I am very familiar with that woman so I have no interest in getting entangled with her, all right?","I know that woman too well to ever want to hurt her in any way, okay?","This is an idiom that essentially means ""I know her too well to ever want to get involved with her (romantically)""",73.39043021,0.5653309226,0.9024776816,Idiom,FLUTE,1,1,1
396,‘ That spoke volumes for the character as well as quality of our squad — no matter what others might think.’,‘That communicated a lot about the personality as well as excellence of our team — regardless of what other people might think.’,‘ That provided substantial information for the character as well as quality of our squad — no matter what others might think.’,"This idiom means to convey something important with very few words. This is what the sentence is saying about their team, that no matter what others think their quality speaks for itself.
This is why the sentence is a idiom.",86.85463071,0.8022291064,0.9348635077,Idiom,IMPLI,1,1,1
397,It 's all water under the bridge ; you do n't want to hear it — I 'm sorry if you feel I 've been unfair to you .,It has already occurred and it cannot be changed; you do not wish to hear it - I apologize if you think I was not fair to you.,It 's all in the past ; you do n't want to hear it — I 'm sorry if you feel I 've been unfair to you .,This idiom is commonly used to mean that something has already happened and so can't be undone.,79.96614575,0.7024270892,0.8968958259,Idiom,IMPLI,1,1,1
398,"The road and railway from Mallaig go south hand in hand along the coast to Keppoch , famed for its glorious seascapes , and Arisaig , a small village beloved of discerning holidaymakers who find there tranquillity in alliance with an enchanting coast .","The road and railway from Mallaig run side by side along the coast to Keppoch, well-known for its beautiful seascapes, and Arisaig, a tiny town favored by those who appreciate tranquility in addition to the mesmerizing coast.","The road and railway from Mallaig go south in parallel along the coast to Keppoch , famed for its glorious seascapes , and Arisaig , a small village beloved of discerning holidaymakers who find there tranquillity in alliance with an enchanting coast .","Hand in hand means to be together, linked or associated in some way. This is why the sentence is a idiom.",83.42488706,0.7348412275,0.9336565137,Idiom,IMPLI,0,0,0
399,Flora pulled a face.,Flora made an expression of disgust or displeasure.,Flora made a facial expression that shows dislike.,"""Pulling a face"" is an idiom that means making an expression of disgust or displeasure.",83.04227591,0.7170061469,0.9438393712,Idiom,IMPLI,1,1,1
