Hypothesis,Type,Source,Count
I felt absolutely fantastic that my friend made an ass of himself when I brought him out.,Sarcasm,FLUTE,1
It will however require a delay on filling your prescription as additional paperwork needs to be filled out by your doctor for the insurance to cover the medicine at the price given on your formulary.,Metaphor,IMPLI,1
I am so thirsty that my throat is as dry as a bone.,Simile,Kaggle,1
For a while it was touch and go.,Idiom,FLUTE,1
"I was waiting one night for a bus from South Kensington to Fulham when two of them , who obviously had had one or two over the eight came towards me .",Idiom,IMPLI,1
Soulflower Beat The Summer Regime has dropped from its initial price of Rs.,Metaphor,IMPLI,1
I thought it was so funny when my brother crashed my new car and it got all damaged.,Sarcasm,FLUTE,1
The novel had the complexity of a nursery rhyme,Metaphor,FIG-QA,1
I was so glad that my hamburger arrived raw in the middle,Sarcasm,FLUTE,1
Start Up Stirling has adapted its services to meet the ever-changing needs of the Stirlingshire Community.,Metaphor,IMPLI,1
I felt healthy after realizing the bread from the sandwich I ate was moldy,Sarcasm,FLUTE,1
"I once knew by heart a poem by the Russian, Fyodor Tyuchev entitled Vyesna (Spring).",Idiom,IMPLI,1
The ocean waves had the calmness of a sleeping monk,Metaphor,FIG-QA,1
Was he doomed to spend the rest of his working life watching babes in arms wheeling and dealing the way he used to ?,Idiom,IMPLI,1
I love how often I have to tell my daughter to clean her room and it still doesn't get done,Sarcasm,FLUTE,1
Even then it is best to err on the side of too much reinforcement rather than too much punishment.,Idiom,IMPLI,1
I totally don't feel envious at all of how my family can afford nicer cars than I do,Sarcasm,FLUTE,1
The sound of his own blood sounds like scraping metal against a chalkboard.,Simile,FLUTE,1
"Saudi Arabia insists it doesn't target civilians but airstrikes have hit schools, hospitals, markets and power stations as ITV News' Neil Connery reports.",Metaphor,IMPLI,1
"He stood, less than a foot from me, and I could smell his aftershave, like a breezy day at the beach.",Simile,FLUTE,1
You look like a cold winter's night.,Simile,AB,1
My mother let the cat out of the bag about my intentions towards you.,Idiom,FLUTE,1
"It is, yeah, role play is an effective method of er learning, put into practice, you know and, if you can hack it here and get passed me, then it's a breeze in the real world.",Idiom,IMPLI,1
"Police suspected that the boys , whose fun and games hurt a lot of people , were on drugs .",Idiom,IMPLI,1
But the second process — the creation of organic molecules incorporating hydrogen — was the icing on the cake which gave the photosynthesizing organisms their supremacy .,Idiom,IMPLI,1
I'm so looking forward to going to court soon because of the drunk driving incident.,Sarcasm,FLUTE,1
Her passion is streaming through the air.,Metaphor,FLUTE,1
"I love it when my brother brags about how much money he has and all the places he has gone, it makes me feel happy I am such a loser.",Sarcasm,FLUTE,1
Her hands are soft as alligator skin.,Simile,FLUTE,1
Will there really be a morning? Is there such a thing as day?,Simile,Kaggle,1
I just loved when my son got brought home by the police for spray painting an abandoned building,Sarcasm,FLUTE,1
"In the recent years where our media has turned the Holy month of Ramadan into an opportunity to grab ratings and generate revenue out of it, where everything that our TV channels do mostly defy the essence of Ramadan, where",Metaphor,IMPLI,1
"Clive, who is an active CPRW member, felt it was vital that environmental groups took a very tough line with the industry right from the word go.",Idiom,IMPLI,1
"They caught up with Henry's rearguard, which was under William Marshal's command and, in William's opinion, would have overwhelmed them had not William himself saved the day.",Idiom,IMPLI,1
"Guess that makes two of us,richard said as they reached the shore.",Idiom,FLUTE,1
The bullet snuck into her chest.,Metaphor,FLUTE,1
She fell asleep to the sound of music drifting upwards from the drawing-room .,Metaphor,IMPLI,1
"On the face of it, leys are ideally suited to a statistical approach.",Idiom,IMPLI,1
"Its not all fun and games raising a child, you know.",Idiom,FLUTE,1
"This time, the word sprung from deep inside him like an avalanche.",Simile,FLUTE,1
You sing like a hawk.,Simile,AB,1
"Oh, praise me not the silent folk; To me they only seem Like leafless, bird-abandoned oak.",Simile,Kaggle,1
Now he remembered what he didn't particularly take a shine to about the frivolous female.,Idiom,FLUTE,1
Am I supposed to swallow that story?,Metaphor,FLUTE,1
drive innovation and harness risk.,Metaphor,IMPLI,1
Clint may be the wrong side of 60 but the cowboy superstar is not about to throw in the towel with the ladies just yet.,Idiom,IMPLI,1
I was absolutely thrilled that the meeting started late because a couple of people were late!,Sarcasm,FLUTE,1
Your attention span is like that of a student studying performing arts.,Simile,AB,1
What an absolute pleasure to find out my dependable storage unit burned down and I only lost several valuable items,Sarcasm,FLUTE,1
My dog is a fucking genius and keeps going into my garbage and throwing the contents onto the floor,Sarcasm,FLUTE,1
Magnet therapy involves using magnetic fields in certain ways to bring relief from pain and other ills to a personâs body.,Metaphor,IMPLI,1
"If you or anybody is interested, the unlocked/universal Moto E4 XT1768 had a price drop at Walmart to $30 for stores that still have stock.",Metaphor,IMPLI,1
You cook like a hospital canteen on a bad day.,Simile,AB,1
"As reports trickle in from the scattered settlements, it becomes clear that the varangian military training is beginning to bear fruit.",Idiom,FLUTE,1
Your voice is like a firecracker.,Simile,AB,1
Your attitude is like the road is war and other drivers are the enemies.,Simile,AB,1
That future historian will search high and low for a proper and accurate source.,Idiom,FLUTE,1
"Definitely a good person, but one could tell she believes in the flower power, power of the people and all that jazz from kilometers away.",Idiom,FLUTE,1
"Phil: Well I would say that if I had my life over again I wish and hope that everything happens the same, and I think at the end of the day Becky had been the cream on top of the cake …",Idiom,IMPLI,1
You look as tired as an old dishcloth.,Simile,AB,1
"Charles, she's like a broom handle .",Simile,FLUTE,1
Your approach is like an autistic kid let out of the house for the first time.,Simile,AB,1
General liability insurance can help cover legal costs while you keep things running as smoothly as possible.,Metaphor,IMPLI,1
It was like a cold sunset filled with the furious motion of an icy hell.,Simile,FLUTE,1
You have the strength of a baby,Metaphor,FIG-QA,1
"Over 110-plus years, despite major changes and disruptions, innovation and creativity continues to drive our business.",Metaphor,IMPLI,1
The professor had the depth of a bath tub.,Metaphor,FIG-QA,1
"I can't like him, but my god, he's so damn good-looking, and his body is out of this world.",Idiom,FLUTE,1
Supplemental insurance pays cash benefits workers can use to help pay unexpected health care costs that might not be covered by major medical insurance or to help pay bills that threaten their financial security.,Metaphor,IMPLI,1
My favorite team totally choked in the playoffs and it makes me feel so happy for them.,Sarcasm,FLUTE,1
Anyone want to go halves?,Idiom,FLUTE,1
She has run the gamut from blinding rage - rage so potent that it has eaten her from inside out.,Idiom,FLUTE,1
Though his pace he  checked  and slackened,Metaphor,IMPLI,1
My Mistress' Eyes are Nothing Like the Sun,Simile,Kaggle,1
Happy to find out my so-called friend who I thought was trustworthy ended up stealing 50 dollars from me,Sarcasm,FLUTE,1
I was completely thrilled when I found out I failed,Sarcasm,FLUTE,1
I beam with pride when my boyfriend gets drunk and starts acting like an idiot.,Sarcasm,FLUTE,1
"Ramesh Damani believes that monsoon and election will have a greater impact on the bulls market and it seems like aviation will continue to remain his favourite market and the Bull market is still intact and markets may pause before hitting 12,000.",Metaphor,IMPLI,1
The drugs were as potent as an atom bomb,Metaphor,FIG-QA,1
Your hands are like jelly.,Simile,AB,1
Manager Harry McNally said : ‘ We are not out of the wood but we have been thrown a lifeline .,Idiom,IMPLI,1
In last season 's All Ireland decider he again stole the show with a goal and four points .,Idiom,IMPLI,1
"A data processing agreement is in place and this and the CRM service meet the requirements of the Data Protection Act, the GDPR and the PECR.",Metaphor,IMPLI,1
"Yes, and too many cooks spoil the broth.",Idiom,FLUTE,1
"Your lips are like limp, dead fish.",Simile,AB,1
I am so elated that my girlfriend has been sleeping with my best friend.,Sarcasm,FLUTE,1
You are as modern as history.,Simile,AB,1
This has got bugger all to do with nationality.,Idiom,FLUTE,1
His suspicion had the impact of a cannon ball,Metaphor,FIG-QA,1
"In the computer industry, as with any other, ideas have to be discussed with various persons and organizations with a view to raising finance and granting licences to use or make the resulting invention or copyright work.",Idiom,IMPLI,1
Your arms are like cooked spaghetti.,Simile,AB,1
Oaths of homage fiercely succeeded.,Metaphor,FLUTE,1
It was so great of me to lie to my friend by saying I was busy this weekend when I am not.,Sarcasm,FLUTE,1
I didn't feel jealous at all when my friend told me his parents actually pay for his phone bill,Sarcasm,FLUTE,1
"We also can provide surety bonds and insurance certificates to cover contracting jobs for particular cities, or bonds to cover liquor liability.",Metaphor,IMPLI,1
"SBS World News Australia claims the reason behind the Love Parade disaster is police closing the parade grounds due to overcrowding, and instructing punters in the tunnel to turn around.",Metaphor,IMPLI,1
The riot was as disruptive as a mouse with one leg,Metaphor,FIG-QA,1
Your reaction reminds me of a toddler.,Simile,AB,1
The shingles on the shack shook in the storm winds like scared children.,Simile,Kaggle,1
The faculty meeting was a tragedy.,Metaphor,FLUTE,1
Adam closed the front door and stood there for a moment as if he could not wrench himself away .,Metaphor,IMPLI,1
‘ The decision to do so was one of the hardest I have ever made : but now that I am committed ( by dint of posting the letter before I had time to change my mind ) I began to be afraid of opposite extremes — afraid that I am merely indulging in an orgy of egoism.’,Idiom,IMPLI,1
When the rubber hits the road. things go  down hill,Metaphor,FIG-QA,1
The student moved as fast as lightning after getting permission from the teacher for an early release.,Simile,Kaggle,1
A star christens the Christmas Tree.,Metaphor,FLUTE,1
The Senator dissed the administration in his speech on Friday.,Metaphor,FLUTE,1
I am so proud of myself since I charged a lot of money on my credit card shortly after paying it off in full.,Sarcasm,FLUTE,1
I could devour that book as if it was a shoe sole,Metaphor,FIG-QA,1
The moon hung in the sky like a silver coin.,Simile,ChatGPT,1
Feeling very happy about the fact that the girl I like told me she doesn't reciprocate my feelings in front of all our  classmates.,Sarcasm,FLUTE,1
The truth was like a bad taste on his tongue.,Simile,Kaggle,1
Don't just sit there like a bump on a log.,Simile,Kaggle,1
Can you think about it just off the top of your head ?,Idiom,IMPLI,1
