,Hypothesis,Type,Source
8456,"Joseph Slatter was a local vagrant who travelled the vicinity, sleeping rough, and doing odd jobs.",Idiom,IMPLI
1916,I feel happy about succumbing to my will power and eating McDonalds today when I swore off fast food this month,Sarcasm,FLUTE
3127,He liked the gym as much as a case of the measles,Simile,FLUTE
7481,You are as fat as a house.,Simile,AB
22,"I came home from a business trip and found the fridge in a beautifully aromatic state full of rotten food, moldy produce, and fruit flies everywhere",Sarcasm,FLUTE
4866,The wine was pungent as Water,Metaphor,FIGQA
3604,"The project has been put on hold, but the military have not forgotten about it.",Idiom,FLUTE
3071,She was dolled up yellow that day.,Metaphor,FLUTE
4774,He had the intelljgence to match that of A certified genius,Metaphor,FIGQA
5013,The girl's skin is as pale as milk,Metaphor,FIGQA
7328,Your input is like a clap of thunder.,Simile,AB
7433,You talk like a teenager.,Simile,AB
3348,I can get rid of the dead meat and recruit new blood from outside if I choose.,Idiom,FLUTE
3846,The car smashed the toy.,Metaphor,FLUTE
4627,the rooms communicated,Metaphor,IMPLI
6503,They fought like cats and dogs.,Simile,Kaggle
4126,"But sundays, around midnight, leading into the 9-5 workweek, the streets are like an alcoholics liquor cabinet.",Simile,FLUTE
7810,Your room is like a bare canvas.,Simile,AB
6693,"Time has not stood still. It has washed over me, washed me away, as if I'm nothing more than a woman of sand, left by a careless child too near the water.",Simile,Kaggle
867,I feel delighted when the waitress brings food to another table when I am the one who got there first,Sarcasm,FLUTE
2899,His insides shook and his mind was like an unruly dog jumping on springs to escape the fence.,Simile,FLUTE
1470,I feel loved and enjoy the fact that my sister never reciprocates by babysitting for me.,Sarcasm,FLUTE
4817,Their relationship was full of passion like a burning fire,Metaphor,FIGQA
4729,The child's singing voice sounded like Madonna's,Metaphor,FIGQA
7906,Your room is like a partly complete show room. ,Simile,AB
1161,I feel so loved when my husband works long hours and I'm by myself in the middle of the night,Sarcasm,FLUTE
3421,The weater in alter botanischer garten was like rain forest.,Simile,FLUTE
1867,"At work, it's totally not weird at all when a new coworker keeps looking at me in a way that makes me feel uncomfortable",Sarcasm,FLUTE
8361,"Secondly, the moment the decision to go to war was taken in Washington in November, the UN really faded out of the picture.",Idiom,IMPLI
3598,You know how this place is; it's a slippery slope to the bottom.,Idiom,FLUTE
1142,I feel like a genius when I use a clever one-liner from old pop lyrics and it doesn't even make sense to the people around me,Sarcasm,FLUTE
8474,"‘ You mean you'll be living in sin with' im,’ she said.",Idiom,IMPLI
7763,Your nose is like a melted mannequin. ,Simile,AB
1935,The most beautiful thing I have ever seen was when somebody puked all over another person at a party,Sarcasm,FLUTE
6381,"How can I just ring her out of the blue and tell her that her daughter has married the first Italian she 's met , without telling any of us?’",Idiom,IMPLI
262,I was on a date and felt really delighted when I realized I had a booger the whole time.,Sarcasm,FLUTE
4032,She tended to blast when speaking into a microphone.,Metaphor,FLUTE
5860,2423 seen and heard a century of arab women in literature and culture no short description seen and heard a century of arab women in literature and culture because this is pdf file * PDF *,Metaphor,IMPLI
8065,"He lived cheek - by - jowl with the peoples of the region, absorbing their environment and languages.",Idiom,IMPLI
721,I was so ecstatic when I realized my wallet was missing and had to go through the process of getting all new cards,Sarcasm,FLUTE
8203,Who would have shu sh shuddered at the very thought that we are even considering such a time in this day and age.,Idiom,IMPLI
809,I don't know whether to be proud that I was teaching my daughter to drive today and got a speeding ticket or the fact that I was driving so carefully.,Sarcasm,FLUTE
1091,The sound of a knock at my door late at night made me feel so appreciated that someone cared about me at that hour.,Sarcasm,FLUTE
1582,I was so happy that the meeting started late because a couple of people were late!,Sarcasm,FLUTE
2511,It smelled like a moldy old basement .,Simile,FLUTE
353,I'm so glad that my interest rate just went up on my credit card.,Sarcasm,FLUTE
6624,She looked at me like I was speaking in some strange alien tongue.,Simile,Kaggle
6974,You look as tired as the dead.,Simile,AB
3820,I wanted that gift as much as cancer,Simile,FLUTE
4020,"She let anyone walk all over her and they did and she didn't react, not even a little.",Idiom,FLUTE
5772,This is all handle safely and securely through PayPal and other Credit Card services meeting all PCI compliances.,Metaphor,IMPLI
2806,I trust that your group will go from strength to strength.,Idiom,FLUTE
1752,"I was just thanking my good fortune when I found out that I needed a 34 on the ACT to get the big scholarship, but in the end I only got a 33.",Sarcasm,FLUTE
7163,"Your manners are like a secret door, always closed.",Simile,AB
3930,"But the next morning, it sounds like a sick cat.",Simile,FLUTE
7315,Your attention span is like a scattergun.,Simile,AB
7318,Your approach is like lightning.,Simile,AB
1683,I felt fabulous that I spilled red wine on my friend's white carpet.,Sarcasm,FLUTE
4221,Did this man know no bounds?,Idiom,FLUTE
2648,Short answer: because she was bitten and chickens come home to roost eventually.,Idiom,FLUTE
32,Thrilled with how my car-washing efforts were in vain because it stormed the very next day and it got dirty again,Sarcasm,FLUTE
3969,The oscillator hunts about the correct frequency.,Metaphor,FLUTE
804,I am overjoyed that my flight has been delayed for 7 hours because of this lousy weather,Sarcasm,FLUTE
893,I broke my promise to my wife and drank alcohol knowing that it would please her,Sarcasm,FLUTE
1127,I totally understand how my ex girlfriend could cheat on me with one of my closest friends,Sarcasm,FLUTE
5081,He was generous like a scrooge.,Metaphor,FIGQA
3,"I was really looking forward to going biking this weekend and fortunately, it rained all day",Sarcasm,FLUTE
6993,Your posture reminds me of a banana.,Simile,AB
4063,It's the first smart alec comment he's made about nate since the campout.,Idiom,FLUTE
208,It's truly amazing how my downstairs neighbors always let their dog poop in the middle of the street,Sarcasm,FLUTE
744,I was ecstatic when I found out the chicken I ordered was still pink on the inside,Sarcasm,FLUTE
5245,Her room is As a hospital,Metaphor,FIGQA
2821,"My heart starts to clench as we go past, the silence is like a grasping hand .",Simile,FLUTE
4690,he injected new life into the performance,Metaphor,IMPLI
3547,He felt a wave of excitement.,Metaphor,FLUTE
1727,My favorite pair of shorts are beautiful and fragrant because I pooped on them by accident,Sarcasm,FLUTE
2678,rule of thumb is escape while you're on the move.,Idiom,FLUTE
1413,Delighted with how I was so excited to cook a steak for dinner but I found it turned into a rotten mess when I got home today,Sarcasm,FLUTE
6485,"It is a strength , not a weakness , that it responds precisely to the ‘ signs of the time’ presented by secular society .",Idiom,IMPLI
2781,I demolished his argument.,Metaphor,FLUTE
1245,I was really glad to see my coworkers eating my lunch that I had left in the company refrigerator,Sarcasm,FLUTE
1990,The news that my wife emptied our bank account and left me is the best feeling ever,Sarcasm,FLUTE
7792,You make me feel like sticking my fingers down my throat and puking.,Simile,AB
4104,A scholarship kid feels like the whole world is at your fingertips.,Idiom,FLUTE
1381,Isn't it such a great feeling to achievement to have your friend call you out for being noisy and rude at a dinner last night?,Sarcasm,FLUTE
8196,Radio controller John Fletcher grabbed four - month - old Lauren McNamara and gave her the kiss of life as her face turned blue from lack of oxygen.,Idiom,IMPLI
5970,One of the latest projects to hit the market following a colourful history at planning.,Metaphor,IMPLI
1096,I caught my friend stealing items from my dad's workshop and now I am just thrilled,Sarcasm,FLUTE
921,"My phone, that was on top of my car, suddenly fell off and shattered, so that's my best day ever.",Sarcasm,FLUTE
7670,You remind me of a poor soul.,Simile,AB
6277,"Jade axes were being made by the Maoris in New Zealand , almost within living memory .",Idiom,IMPLI
7945,But they'll come unstuck later on.,Idiom,IMPLI
624,It's totally acceptable how often I have to tell my daughter to clean her room and it still  doesn't get done.,Sarcasm,FLUTE
2329,The dollar has been dried by inflation.,Metaphor,FLUTE
2941,But their work is hindered by lack of money .,Metaphor,FLUTE
6549,The water well was as dry as a bone.,Simile,Kaggle
3042,I wanted him to stop with all of that and just cut loose tonight.,Idiom,FLUTE
1826,I am absolutely stoked that my cat destroyed my mothers 50 year old vase,Sarcasm,FLUTE
4721,The effect is rather like an extended advertisement for Marlboro Lights .,Metaphor,IMPLI
7653,You cry like something is really wrong.,Simile,AB
3066,"Guskewau , the darkness ,  wrapped  her.",Metaphor,FLUTE
7558,"Your voice is like a soft breeze, but you can be more forceful when it's called for.",Simile,AB
5358,If she was any more transparent she would be a window,Metaphor,FIGQA
394,Clearly my coworker has no intentions of annoying me by coming to talk to me at my desk for an extended period of time.,Sarcasm,FLUTE
3615,The window panes were shaking as the wind blew through them.,Metaphor,FLUTE
513,"I just saw a kind, generous thief steal from an old woman walking across the street.",Sarcasm,FLUTE
60,I've been having this back pain for a while now and it's honestly making me feel great.,Sarcasm,FLUTE
5496,Much of this development is seen in symbolism resourcefully placed throughout the composition.,Metaphor,IMPLI
2352,"Mella orders, while bobbing her skull up and down several times ,no sweat she thinks.",Idiom,FLUTE
806,Just found out the small company I work for is going out of business leaving me very thankful,Sarcasm,FLUTE
1239,I felt completely respected when I saw my husband chatting with another girl and then getting her number.,Sarcasm,FLUTE
6867,The sun was as radiant as a new dawn.,Simile,CHATGPT
